_runtime,_step,_timestamp,train_acc,train_loss,val_acc,val_loss,t,lr,opt,dropout,momentum,patience,batch_size,hidden_dim,num_epochs,num_layers,weight_Clip,name,_wandb,acc_cis_test,acc_trans_test,loss_cis_test,loss_trans_test
632,11,1737440750,62.7845054140996,3.563069107851474,61.66091691258988,3.567021908967391,1.0,0.06795041445476238,sgd,0.2513239709552908,0.9807073486631628,10,131,1896,64,4,0.7235032732254952,peach-sweep-61,,,,,
632,12,1737440112,34.392196422927555,2.806361965777635,26.50151710378653,2.9074907146516393,0.1,0.0687736521202063,sgd,0.4303919002284846,0.9883399242907024,10,99,1542,146,7,0.7551820839900477,neat-sweep-60,{'runtime': 630},8.36015325670498,7.445938047925189,2.719489820075758,2.8759934971098264
556,12,1737439476,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.05258372530545155,sgd,0.2978447335300478,0.8229958204602454,10,197,1647,168,6,0.5607860204164664,bright-sweep-59,{'runtime': 554},0.03065134099616858,0.08182349503214494,NaN,NaN
562,12,1737438913,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.031299084976781924,sgd,0.4947829947580914,0.9112992289355916,10,188,569,83,1,0.5137883705676141,expert-sweep-58,{'runtime': 561},0.03065134099616858,0.08182349503214494,NaN,NaN
581,12,1737438344,34.55195673915773,2.879779222451081,26.45995261648448,2.96612668504902,0.1,0.05670465608508162,sgd,0.48024837978743806,0.924892569672546,10,238,1766,184,7,0.7846662070948122,scarlet-sweep-57,{'runtime': 579},9.50191570881226,8.836937463471655,2.6599786931818183,2.8694661458333335
3115,36,1737437755,65.82038437725947,3.540691863007412,64.47898915166881,3.546839937250665,1.0,0.03609749672539161,sgd,0.19318208369115175,0.9457832630635232,10,16,848,196,5,0.7247277630309096,kind-sweep-56,{'runtime': 3112},31.18773946360153,19.561659848042083,2.6907791436887254,2.723727730724299
2462,48,1737434587,66.74474284650454,1.7700536780040823,64.79487925516439,1.8134765625,0.1,0.0053763701929236745,sgd,0.1690833180591701,0.979123066131691,10,41,1598,199,2,0.7634234031258816,woven-sweep-55,{'runtime': 2459},27.731800766283527,18.679135008766803,2.338787593064263,2.570695648923445
2662,62,1737432117,66.46462109961857,3.1649774592812823,64.07581362483894,3.187306621287129,1.0,0.03794645961397271,sgd,0.20112342507579345,0.9427192984143428,10,239,911,130,4,0.43543454157566863,tough-sweep-54,{'runtime': 2660},20.03065134099617,13.904149620105205,2.6061079545454544,2.6627332899305554
1543,34,1737429449,69.54985690844305,1.0578786463237602,67.95793673885032,1.1268972373870485,0.1,0.01482383517375261,sgd,0.18874355347930985,0.9196000125285838,10,145,564,64,3,0.5380491048089407,splendid-sweep-53,{'runtime': 1542},38.452107279693486,31.291642314436004,2.0609375,2.253128310381356
1727,28,1737427897,64.8574929320131,3.167675198628958,63.365060891973904,3.181786894273128,1.0,0.014132550517621524,sgd,0.45067434690953656,0.8604346919497834,10,53,1524,14,6,0.4432485251635635,devout-sweep-52,{'runtime': 1724},33.0727969348659,21.712448860315607,2.6146571356275303,2.6569272445820435
1823,42,1737426162,62.92348390057626,3.5912160773026316,60.47217257575128,3.5985529677672954,1.0,0.046716217593064414,sgd,0.29534000274724953,0.8729935955304299,10,152,1745,170,1,0.7531333220900863,solar-sweep-51,{'runtime': 1821},18.32950191570881,17.855055523085912,2.7185001816860463,2.7327502765486726
580,12,1737424335,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.05721935171486558,sgd,0.27702759583475706,0.8876784560738817,10,138,718,66,1,0.6906547535793295,deep-sweep-50,{'runtime': 578},0.03065134099616858,0.08182349503214494,NaN,NaN
624,12,1737423749,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.09731358574389412,sgd,0.24496803951543977,0.9136431078656366,10,73,989,130,2,0.5583271160200906,eternal-sweep-49,{'runtime': 622},0.03065134099616858,0.08182349503214494,NaN,NaN
596,12,1737423116,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.04845323334211791,sgd,0.14080269270295642,0.9237756500613096,10,144,1904,13,4,0.759478947992898,trim-sweep-48,{'runtime': 595},0.03065134099616858,0.08182349503214494,NaN,NaN
6284,152,1737422510,70.4153335267198,1.0809524248231133,69.35865996092939,1.1131272874436935,0.1,0.05447172577923279,sgd,0.23962528085736057,0.8034565315399155,10,218,518,176,3,0.6237379749710605,major-sweep-47,{'runtime': 6283},23.724137931034484,13.962594973699591,2.543229166666667,2.888943829113924
2588,62,1737416218,62.82650202839317,1.2944786497451717,61.06238829544037,1.3525290975765305,0.1,0.02561968555797405,sgd,0.12609985817752742,0.9885226899291156,10,248,1908,31,3,0.4390872681512312,glorious-sweep-46,{'runtime': 2586},40.2911877394636,31.712448860315607,2.2869619693396226,2.611045063405797
785,12,1737413621,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.09060931837602695,sgd,0.1449375145637352,0.849801794430651,10,55,1792,155,6,0.4191065123278348,confused-sweep-45,{'runtime': 784},0.03065134099616858,0.08182349503214494,NaN,NaN
1553,34,1737412831,69.79967182027181,1.074044034090909,66.70684567105864,1.1347317165798612,0.1,0.004922093127038907,sgd,0.11371590039649712,0.9595648909302008,10,168,1367,136,6,0.5198434051892178,leafy-sweep-44,{'runtime': 1551},45.46360153256705,34.51198129748685,1.9220002003205128,2.182492723651961
2475,30,1737411274,63.7764048300436,1.859644504731634,61.39074774512656,1.9188541060517896,0.1,0.01854633648370273,sgd,0.4044695423267391,0.9415144309558954,10,7,949,145,1,0.757874071080071,dulcet-sweep-43,{'runtime': 2473},16.804597701149426,14.465225014611338,2.506089246816354,2.473948747443763
567,12,1737408790,45.43557416299016,2.2158824296141812,39.394821064882166,2.31134765625,0.1,0.08139530240796172,sgd,0.14183612801033596,0.986412539608645,10,241,1424,130,7,0.5686186884077088,proud-sweep-42,{'runtime': 564},20.942528735632184,15.394506136762129,2.3988991477272728,2.671902508802817
2249,50,1737408218,64.96703049300562,3.3088619741295937,63.198802942765695,3.3193721064814814,1.0,0.004442044455510452,sgd,0.48980694866919294,0.8380127012275753,10,149,702,199,6,0.5748192493147773,devoted-sweep-41,{'runtime': 2248},22.50574712643678,13.354763296317945,2.674937855113636,2.720244565217391
1647,38,1737405963,65.2172783596209,1.35033203125,63.15723845546365,1.4071571892076502,0.1,0.03260930816271606,sgd,0.48972943271481095,0.8749191263684449,10,132,1102,56,1,0.6481619281471679,comic-sweep-40,{'runtime': 1645},31.563218390804597,26.054938632378725,2.68811158459596,3.0307091346153845
3157,68,1737404307,66.49709270860843,3.4833601651390644,64.67849869071865,3.490589488636364,1.0,0.05938298968417258,sgd,0.48040466797445736,0.8296018793357739,10,146,912,38,7,0.6896311078174306,helpful-sweep-39,{'runtime': 3156},40.57471264367816,27.4926943308007,2.6546223958333335,2.687946901483051
620,12,1737401144,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.005154986592315791,sgd,0.44593103660765954,0.8173390926941888,10,132,1338,46,3,0.45451042862400737,playful-sweep-38,{'runtime': 618},0.03065134099616858,0.08182349503214494,NaN,NaN
626,12,1737400520,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.00019106754898692293,sgd,0.28278898427028887,0.9407073231416548,10,93,1262,188,2,0.5076901545119199,earthy-sweep-37,{'runtime': 624},0.03065134099616858,0.08182349503214494,NaN,NaN
792,12,1737399889,34.65759770707145,2.7648470982142856,25.998586807431728,2.8701011197440587,0.1,0.04007056351729397,sgd,0.2672274809024311,0.935430475879728,10,44,834,161,7,0.7393241037473396,lively-sweep-36,{'runtime': 791},7.363984674329502,5.558153126826417,2.739997632575758,2.980162475899743
301,6,1737399092,57.818514012581666,3.273020884295499,54.63236210981337,3.287602219626168,1.0,0.0715409290697646,sgd,0.12107131750802964,0.8049818619564117,10,226,678,3,1,0.4412304489957277,ethereal-sweep-35,{'runtime': 300},11.754789272030653,11.09292811221508,2.7250808189655173,2.7440121299342106
799,16,1737398785,44.62075325473761,2.2366731063179346,35.957437965002704,2.3436865868506493,0.1,0.05417356013483597,sgd,0.4650971737898213,0.9513743349166848,10,157,1769,124,7,0.5720981822492305,bumbling-sweep-34,{'runtime': 796},18.07662835249042,14.202220923436586,2.4462425595238093,2.741381163990826
1931,48,1737397981,66.22389823830697,1.2637521404109588,63.955276611662995,1.3253048335280373,0.1,0.097084190068625,sgd,0.22939682266974137,0.8071709115583872,10,226,1512,26,2,0.6381710838167011,vital-sweep-33,{'runtime': 1930},18.72030651340996,12.402104032729396,2.8036772629310347,3.1793277138157894
567,12,1737396045,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.020628765775478577,sgd,0.36940440936582186,0.9047468259302832,10,203,730,83,2,0.6781523632962962,colorful-sweep-32,{'runtime': 565},0.03065134099616858,0.08182349503214494,NaN,NaN
1562,36,1737395470,63.88897307454182,1.9509588068181816,61.07070119290079,2.0081353305785123,0.1,0.013100526978482852,sgd,0.29998422238602884,0.9005299554209059,10,200,1697,189,1,0.7736519646217276,dry-sweep-31,{'runtime': 1560},20.076628352490424,16.627703097603742,2.439660274621212,2.658225835755814
1779,38,1737393895,66.0654367864364,1.9222213226827864,64.02593624007648,1.9698938190607735,0.1,0.02757994011273056,sgd,0.3112306221036596,0.9654623160973193,10,133,1033,136,3,0.7842181973990653,fragrant-sweep-30,{'runtime': 1777},33.14942528735632,21.58386908240795,2.3316169507575757,2.552386143410853
5683,106,1737392108,68.29342211792823,3.3623603620955316,67.17236792884161,3.3700343058118083,1.0,0.07624470401369371,sgd,0.44355604854775066,0.8201253191537303,10,89,1399,148,7,0.611187645441954,azure-sweep-29,{'runtime': 5678},36.41379310344828,24.044418468731735,2.6165497448979593,2.6608039183937824
541,12,1737386421,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.04408819215537263,sgd,0.49781571564942506,0.903332978807056,10,223,1003,185,2,0.5626260055463226,super-sweep-28,{'runtime': 539},0.03065134099616858,0.08182349503214494,NaN,NaN
549,12,1737385874,58.46188482536768,3.328563575973054,55.74629036950829,3.345438058035714,1.0,0.0805410176996974,sgd,0.16744695915105662,0.9547353954592596,10,173,1240,6,5,0.5614484081698505,different-sweep-27,{'runtime': 547},21.28735632183908,12.83459964932788,2.670487253289474,2.717526830808081
663,14,1737385314,34.633352239025676,2.753849431818182,25.612037075522675,2.861820652173913,0.1,0.09940386361282864,sgd,0.33056168645074047,0.9727593335136252,10,210,988,190,7,0.7343392207565196,fresh-sweep-26,{'runtime': 661},7.724137931034483,5.476329631794273,2.738343253968254,2.9898294588414633
588,12,1737384638,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.04608505955460429,sgd,0.3310838535633712,0.9707894938192192,10,200,1156,27,5,0.6592114469786494,treasured-sweep-25,{'runtime': 587},0.03065134099616858,0.08182349503214494,NaN,NaN
562,12,1737384044,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.09506276724173654,sgd,0.19559512754767244,0.8381923430293898,10,254,922,87,4,0.4071958894784509,snowy-sweep-24,{'runtime': 560},0.03065134099616858,0.08182349503214494,NaN,NaN
2158,46,1737383478,66.21004368513796,3.3623046875,64.24622802277734,3.374252831375839,1.0,0.04157739629673044,sgd,0.2449690507907384,0.8037837034434737,10,162,1872,37,7,0.5982374209061442,crimson-sweep-23,{'runtime': 2156},31.463601532567047,22.59497369959088,2.621069637345679,2.6649837853773586
573,12,1737381312,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.022095259335987917,sgd,0.40463327516728465,0.8802410618613943,10,253,625,161,7,0.44265585354230064,revived-sweep-22,{'runtime': 572},0.03065134099616858,0.08182349503214494,NaN,NaN
2086,40,1737380733,65.88186395694697,3.341144274752052,64.15894259944304,3.356032274590164,1.0,0.016197230920691096,sgd,0.4131338057132239,0.9092825723590626,10,79,1856,192,6,0.5934867227188515,feasible-sweep-21,{'runtime': 2085},37.40996168582376,25.18994739918177,2.6222938629518073,2.667707733294931
