_runtime,_step,_timestamp,train_acc,train_loss,val_acc,val_loss,t,lr,opt,dropout,momentum,patience,batch_size,hidden_dim,num_epochs,num_layers,weight_Clip,name,_wandb,acc_cis_test,acc_trans_test,loss_cis_test,loss_trans_test
4111,93,1737440672,68.82422468621601,1.2767244664634143,66.7442537096305,1.3460286458333333,0.1,0.00854742503678464,sgd,0.403817091126631,0.8950570290916374,10,161,1689,73,4,0.6786041392013362,clean-sweep-52,,,,,
553,12,1737436553,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.036890553567429506,sgd,0.27789596416270845,0.9125345686530896,10,232,686,71,2,0.4593177467896428,playful-sweep-51,{'runtime': 551},0.03065134099616858,0.08182349503214494,NaN,NaN
619,12,1737435995,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.003802671905177491,sgd,0.12492190182793736,0.9071723989967946,10,137,617,55,4,0.5588881110624443,decent-sweep-50,{'runtime': 617},0.03065134099616858,0.08182349503214494,NaN,NaN
1967,42,1737435367,64.26044828138598,1.541877427116164,61.20370755226734,1.6005859375,0.1,0.051216110367756335,sgd,0.42563137105444704,0.9605136762087478,10,104,769,53,1,0.695290327087309,lucky-sweep-49,{'runtime': 1964},20.582375478927204,17.11864406779661,2.8153831845238093,2.9524502840909093
2761,60,1737433389,68.18821410480103,1.1016047943735066,66.43667650359532,1.1746037946428571,0.1,0.05688296314689876,sgd,0.43774645480523466,0.8933754441394883,10,138,1201,135,5,0.5836718505744171,helpful-sweep-48,{'runtime': 2759},24.75862068965517,16.054938632378725,2.458018092105263,2.810279107862903
2412,54,1737430623,68.92683497062401,1.1089339273112209,66.56968286296188,1.169796505489865,0.1,0.09066831973270344,sgd,0.23532225350733535,0.850723506499925,10,163,1225,102,3,0.4814738942262533,volcanic-sweep-47,{'runtime': 2411},41.356321839080465,29.608416130917593,2.045476466049383,2.391201636904762
741,12,1737428205,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.06499842362426132,sgd,0.35324901770525285,0.8355508608173916,10,66,1979,165,6,0.5654647972411498,swift-sweep-46,{'runtime': 740},0.03065134099616858,0.08182349503214494,NaN,NaN
581,12,1737427459,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.08758025691303939,sgd,0.3344553845642543,0.8350331756285676,10,199,603,88,2,0.554296284630312,likely-sweep-45,{'runtime': 579},0.03065134099616858,0.08182349503214494,NaN,NaN
1254,28,1737426872,64.74752241623408,3.5878540279832345,58.98000748160771,3.6088775058962264,1.0,0.032905234094936446,sgd,0.3151373995758913,0.843512317509014,10,228,826,198,6,0.7622908327431045,dulcet-sweep-44,{'runtime': 1252},21.24904214559387,11.186440677966102,2.708984375,2.7374588815789473
517,12,1737425613,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.06739490547015739,sgd,0.1709406588612678,0.973448279148011,10,191,1015,106,2,0.6111254975749032,gentle-sweep-43,{'runtime': 515},0.03065134099616858,0.08182349503214494,NaN,NaN
1584,32,1737425091,64.84580315277675,3.1622952081331093,62.654308159108865,3.1814696140552994,1.0,0.007168092832215723,sgd,0.4820403161045931,0.8798526217360626,10,111,1211,122,6,0.44557006656507187,wild-sweep-42,{'runtime': 1582},30.314176245210728,22.01636469900643,2.586864406779661,2.612537802419354
