_runtime,_step,_timestamp,train_acc,train_loss,val_acc,val_loss,t,lr,opt,dropout,momentum,patience,batch_size,hidden_dim,num_epochs,num_layers,weight_Clip,name,_wandb,acc_cis_test,acc_trans_test,loss_cis_test,loss_trans_test
457,21,1737438927,64.29595057388157,3.607817367601246,62.816409659586846,3.6108471315298503,1.0,0.005833314531488876,sgd,0.3468452276302099,0.9546606616710918,10,180,1210,107,4,0.791734428886996,daily-sweep-100,,,,,
672,34,1737438466,64.58862800957696,3.4846636230058774,62.13475206783324,3.49215625,1.0,0.06784055146618642,sgd,0.344436194342062,0.8217693991649727,10,194,1942,73,2,0.6663898185058508,wandering-sweep-99,{'runtime': 670},34.275862068965516,22.41379310344828,2.6629997702205883,2.706021769662921
281,12,1737437790,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.09103669650086896,sgd,0.30786731502548814,0.9098847583805778,10,235,1749,181,7,0.4725141978955472,vibrant-sweep-98,{'runtime': 279},0.03065134099616858,0.08182349503214494,NaN,NaN
1154,60,1737437505,65.71474340934577,3.3064859363434493,64.02593624007648,3.3148686835106385,1.0,0.028882432377705824,sgd,0.2026181638103478,0.882575254910722,10,171,1261,181,2,0.5771641623082001,neat-sweep-97,{'runtime': 1152},16.56704980842912,10.023378141437757,2.6822747564935066,2.706141707920792
347,16,1737436345,63.90715717557616,1.554273365162037,61.01251091067792,1.6431139380530972,0.1,0.052385426433561325,sgd,0.3625885803714554,0.9454263355609808,10,214,1678,41,5,0.5096351690002009,graceful-sweep-96,{'runtime': 345},39.4176245210728,29.98831092928112,2.2116258965163933,2.4757080078125
271,12,1737435994,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.028456746468653284,sgd,0.18868171195322112,0.9234924069134668,10,239,996,192,6,0.6536992916787778,lively-sweep-95,{'runtime': 269},0.03065134099616858,0.08182349503214494,NaN,NaN
226,10,1737435716,62.83732589805646,3.2461703837486744,61.569475040525376,3.252663352272727,1.0,0.06379456701044954,sgd,0.258748103899788,0.8065192150184204,10,245,1065,5,5,0.525488345834919,playful-sweep-94,{'runtime': 225},23.70114942528736,15.751022793687902,2.6212022569444446,2.6607421875
733,36,1737435486,62.99448848556746,3.268476617286115,60.576083794006394,3.282298657718121,1.0,0.022843686101216894,sgd,0.19624824348173228,0.8136593805616711,10,81,520,18,1,0.5342988667491126,royal-sweep-93,{'runtime': 731},22.53639846743295,15.838690824079483,2.6157769097222223,2.684680866745283
743,38,1737434748,70.84309285581307,1.0332592041194222,69.33787771727836,1.1056633795891608,0.1,0.04292177882241727,sgd,0.340081830163814,0.8022959593873726,10,169,1293,87,1,0.49185740523521027,helpful-sweep-92,{'runtime': 737},36.60536398467433,28.556399766218583,2.6685697115384617,2.9746476715686274
973,22,1737434001,35.010022903308204,2.6705450292559063,27.98536930046968,2.7824734617761298,0.1,0.08107373068644985,sgd,0.3914683152260815,0.9518490632902026,10,17,593,36,7,0.6952992771547399,ethereal-sweep-91,{'runtime': 971},7.977011494252874,7.323202805376973,3.094426472981771,3.3883072399453824
430,20,1737433024,39.81885171731516,2.3427734375,31.49756847749283,2.4581144957983194,0.1,0.04789819718374522,sgd,0.4993646757106517,0.9354261535487,10,203,1620,53,6,0.42738606964550463,crisp-sweep-90,{'runtime': 428},11.0727969348659,10.841613091759204,3.170342548076923,3.4806525735294116
1605,82,1737432590,68.03235038164964,1.2610243121758695,66.25794920819652,1.3366513614766082,0.1,0.04920675175872147,sgd,0.25122178430879394,0.8830927998133781,10,141,1079,189,2,0.6631512427755362,lunar-sweep-89,{'runtime': 1603},25.74712643678161,15.634132086499122,2.291792674731183,2.7479668288934427
277,12,1737430977,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.0027483216614568543,sgd,0.3017813151121436,0.8785949886714849,10,138,918,86,5,0.5640949717183479,solar-sweep-88,{'runtime': 276},0.03065134099616858,0.08182349503214494,NaN,NaN
276,12,1737430691,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.04116088976105369,sgd,0.2259607028957723,0.8257178560470563,10,137,1341,36,4,0.59343336651112,proud-sweep-87,{'runtime': 275},0.03065134099616858,0.08182349503214494,NaN,NaN
259,12,1737430407,0.16668759281468237,NaN,0.17041439793840144,NaN,0.01,0.07080864400921527,sgd,0.416095046571361,0.878696687383413,10,150,716,145,1,0.7906754773341341,cosmic-sweep-86,{'runtime': 257},0.03065134099616858,0.08182349503214494,NaN,NaN
1107,58,1737430143,0.16668759281468237,NaN,0.17041439793840144,NaN,1.0,0.08771523184611987,sgd,0.3315971011675256,0.9753312031029104,10,254,783,120,2,0.4078157777837057,fresh-sweep-85,{'runtime': 1105},20.275862068965516,10.356516656925772,2.6105018028846154,2.7353515625
2993,126,1737429028,69.95510258863666,1.4773170288597952,68.57309115092065,1.5153479609929077,0.1,0.003538545263349946,sgd,0.4561387456887784,0.9554291751219772,10,57,1200,156,5,0.7304365089839163,lilac-sweep-84,{'runtime': 2991},30.45210727969349,18.69666861484512,2.2920135098253276,2.548607506229236
381,8,1737426027,63.10575786570608,1.8346254153739188,61.89367804148136,1.8545730807661744,0.1,0.09884308241633286,sgd,0.4470783800959012,0.8659058503438881,10,9,1680,4,2,0.7550210662909732,stilted-sweep-83,{'runtime': 380},23.187739463601535,14.500292226767971,2.4360950969827586,2.635305250230021
